At_id;At_CodRef;At_Situacao;At_DataRef;At_DataInicio;At_DataFim;At_ValidadeDias;At_DtFimValidade
1;2023_01;Iniciada;2023-11-08T00:00:00Z;2023-11-08T11:00:00Z;;365;2024-11-07T00:00:00Z
